종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률,기준일
000150,두산,200500,-8500,-4.07,,,9974.0,20.1,91241.0,2.2,2000,1.0,20241023
000157,두산2우B,94500,-4000,-4.06,,,,,,,2000,2.12,20241023
454910,두산로보틱스,66700,-1200,-1.77,,,555.0,120.1,6770.0,9.85,0,0.0,20241023
241560,두산밥캣,40850,350,0.86,9203.0,4.44,7378.0,5.54,59457.0,0.69,1600,3.92,20241023
034020,두산에너빌리티,20100,-550,-2.66,87.0,231.03,874.0,23.01,11113.0,1.81,0,0.0,20241023
000155,두산우,97500,-1900,-1.91,,,,,,,2050,2.1,20241023
131970,두산테스나,29500,1100,3.87,2853.0,10.34,3508.0,8.41,20981.0,1.41,160,0.54,20241023
336260,두산퓨얼셀,17320,190,1.11,,,150.0,115.3,6265.0,2.76,0,0.0,20241023
33626K,두산퓨얼셀1우,5340,40,0.75,,,,,,,0,0.0,20241023
33626L,두산퓨얼셀2우B,8370,30,0.36,,,,,,,0,0.0,20241023
016740,두올,3490,-135,-3.72,668.0,5.22,,,6856.0,0.51,120,3.44,20241023
073190,듀오백,2540,-20,-0.78,,,,,1477.0,1.72,0,0.0,20241023
030350,드래곤플라이,244,6,2.52,,,,,413.0,0.59,0,0.0,20241023
203650,드림시큐리티,3300,65,2.01,444.0,7.43,,,2104.0,1.57,0,0.0,20241023
223250,드림씨아이에스,4605,50,1.1,160.0,28.78,,,2316.0,1.99,0,0.0,20241023
060570,드림어스컴퍼니,2265,520,29.8,,,,,2180.0,1.04,0,0.0,20241023
362990,드림인사이트,2205,-20,-0.9,277.0,7.96,,,1568.0,1.41,0,0.0,20241023
192650,드림텍,8570,30,0.35,227.0,37.75,1087.0,7.89,6003.0,1.43,200,2.33,20241023
217620,디딤이앤에프,381,0,0.0,,,,,14.0,27.21,0,0.0,20241023
016670,디모아,3955,45,1.15,,,,,14730.0,0.27,0,0.0,20241023
187870,디바이스이엔지,13520,-50,-0.37,1058.0,12.78,,,20419.0,0.66,100,0.74,20241023
024090,디씨엠,12360,50,0.41,,,,,27193.0,0.45,150,1.21,20241023
003160,디아이,18370,360,2.0,122.0,150.57,1643.0,11.18,5836.0,3.15,100,0.54,20241023
092200,디아이씨,3640,-10,-0.27,954.0,3.82,,,3463.0,1.05,0,0.0,20241023
110990,디아이티,13600,120,0.89,719.0,18.92,1929.0,7.05,10145.0,1.34,180,1.32,20241023
263690,디알젬,7130,-180,-2.46,834.0,8.55,,,7200.0,0.99,180,2.52,20241023
214680,디알텍,2910,5,0.17,,,,,1091.0,2.67,0,0.0,20241023
347850,디앤디파마텍,45500,-2350,-4.91,441.0,103.17,,,5022.0,9.06,0,0.0,20241023
263720,디앤씨미디어,17810,120,0.68,328.0,54.3,796.0,22.37,6466.0,2.75,0,0.0,20241023
376300,디어유,24600,400,1.65,1104.0,22.28,1629.0,15.1,7141.0,3.44,0,0.0,20241023
109740,디에스케이,5160,-30,-0.58,125.0,41.28,,,5146.0,1.0,0,0.0,20241023
196490,디에이테크놀로지,203,0,0.0,,,,,303.0,0.67,0,0.0,20241023
066900,디에이피,2405,-5,-0.21,,,,,6055.0,0.4,0,0.0,20241023
127120,디엔에이링크,3545,-115,-3.14,,,,,1406.0,2.52,0,0.0,20241023
092070,디엔에프,10730,690,6.87,447.0,24.0,,,13395.0,0.8,200,1.86,20241023
039840,디오,16180,190,1.19,227.0,71.28,462.0,35.0,13386.0,1.21,0,0.0,20241023
013570,디와이,4630,20,0.43,737.0,6.28,,,14212.0,0.33,150,3.24,20241023
219550,디와이디,507,1,0.2,,,,,746.0,0.68,0,0.0,20241023
310870,디와이씨,1199,-21,-1.72,213.0,5.63,,,2465.0,0.49,25,2.09,20241023
210540,디와이파워,12520,50,0.4,2491.0,5.03,,,23912.0,0.52,400,3.19,20241023
104460,디와이피엔에프,10690,200,1.91,590.0,18.12,,,11581.0,0.92,200,1.87,20241023
079810,디이엔티,7470,80,1.08,58.0,128.79,,,6651.0,1.12,0,0.0,20241023
113810,디젠스,879,5,0.57,90.0,9.77,,,541.0,1.62,0,0.0,20241023
043360,디지아이,2045,-55,-2.62,,,,,4791.0,0.43,0,0.0,20241023
197140,디지캡,2680,-20,-0.74,,,,,4574.0,0.59,0,0.0,20241023
068930,디지털대성,7390,30,0.41,473.0,15.62,823.0,8.98,5993.0,1.23,200,2.71,20241023
033130,디지틀조선,1686,85,5.31,92.0,18.33,,,2288.0,0.74,20,1.19,20241023
105740,디케이락,7440,60,0.81,1199.0,6.21,,,13084.0,0.57,250,3.36,20241023
263020,디케이앤디,3390,100,3.04,460.0,7.37,,,4435.0,0.76,50,1.47,20241023
290550,디케이티,8500,140,1.67,248.0,34.27,1739.0,4.89,7094.0,1.2,0,0.0,20241023
066670,디티씨,3275,-50,-1.5,233.0,14.06,,,10242.0,0.32,50,1.53,20241023
187220,디티앤씨,3315,130,4.08,,,,,7353.0,0.45,0,0.0,20241023
383930,디티앤씨알오,7050,70,1.0,,,,,2488.0,2.83,0,0.0,20241023
131180,딜리,1010,-5,-0.49,25.0,40.4,,,2079.0,0.49,0,0.0,20241023
315640,딥노이드,6250,-270,-4.14,,,,,1224.0,5.11,0,0.0,20241023
223310,딥마인드,2330,165,7.62,,,,,1426.0,1.63,0,0.0,20241023
317120,라닉스,3500,35,1.01,,,,,1104.0,3.17,0,0.0,20241023
462510,라메디텍,10500,-80,-0.76,,,,,1169.0,8.98,0,0.0,20241023
042510,라온시큐어,1924,13,0.68,104.0,18.5,168.0,11.44,853.0,2.26,0,0.0,20241023
232680,라온테크,6430,330,5.41,187.0,34.39,,,2254.0,2.85,30,0.47,20241023
418420,라온텍,3435,10,0.29,,,,,726.0,4.73,0,0.0,20241023
300120,라온피플,5280,675,14.66,,,,,2204.0,2.4,0,0.0,20241023
171120,라이온켐텍,2425,100,4.3,197.0,12.31,,,3605.0,0.67,100,4.12,20241023
388790,라이콤,3065,110,3.72,,,,,810.0,3.78,0,0.0,20241023
347700,라이프시맨틱스,3620,60,1.69,,,,,573.0,6.32,0,0.0,20241023
214260,라파스,19160,310,1.64,,,,,3552.0,5.39,0,0.0,20241023
115390,락앤락,8650,10,0.12,,,,,11572.0,0.75,0,0.0,20241023
200350,래몽래인,12900,-1030,-7.39,,,,,5822.0,2.22,0,0.0,20241023
171010,램테크놀러지,3820,100,2.69,,,,,3421.0,1.12,0,0.0,20241023
084650,랩지노믹스,3470,-100,-2.8,,,,,3068.0,1.13,0,0.0,20241023
217500,러셀,1805,0,0.0,91.0,19.84,,,1889.0,0.96,30,1.66,20241023
038390,레드캡투어,15560,-60,-0.38,2005.0,7.76,,,24430.0,0.64,900,5.78,20241023
294140,레몬,4370,270,6.59,,,,,804.0,5.44,0,0.0,20241023
443250,레뷰코퍼레이션,8610,880,11.38,436.0,19.75,,,4931.0,1.75,0,0.0,20241023
228670,레이,8980,150,1.7,,,,,8212.0,1.09,0,0.0,20241023
228850,레이언스,6920,0,0.0,1246.0,5.55,949.0,7.29,15265.0,0.45,100,1.45,20241023
412350,레이저쎌,5210,30,0.58,,,,,4211.0,1.24,0,0.0,20241023
199550,레이저옵텍,7000,50,0.72,2.0,3500.0,,,1997.0,3.51,0,0.0,20241023
281740,레이크머티리얼즈,14590,330,2.31,367.0,39.75,603.0,24.18,1671.0,8.73,0,0.0,20241023
277810,레인보우로보틱스,128400,400,0.31,,,,,6735.0,19.06,0,0.0,20241023
215100,로보로보,3295,35,1.07,69.0,47.75,,,1530.0,2.15,14,0.42,20241023
090360,로보스타,21200,300,1.44,71.0,298.59,,,9226.0,2.3,0,0.0,20241023
108490,로보티즈,18010,10,0.06,,,,,7466.0,2.41,0,0.0,20241023
067730,로지시스,2630,25,0.96,53.0,49.62,,,1760.0,1.49,60,2.28,20241023
071280,로체시스템즈,19550,-330,-1.66,594.0,32.91,2234.0,8.75,7484.0,2.61,50,0.26,20241023
032350,롯데관광개발,9670,0,0.0,,,,,913.0,10.59,0,0.0,20241023
089860,롯데렌탈,29100,-300,-1.02,3275.0,8.89,4488.0,6.48,37351.0,0.78,1200,4.12,20241023
000400,롯데손해보험,2250,10,0.45,966.0,2.33,,,4064.0,0.55,0,0.0,20241023
023530,롯데쇼핑,64000,-500,-0.78,5794.0,11.05,7913.0,8.09,335809.0,0.19,3800,5.94,20241023
020150,롯데에너지머티리얼즈,36800,1050,2.94,,,703.0,52.31,31088.0,1.18,200,0.54,20241023
280360,롯데웰푸드,130500,500,0.38,7978.0,16.36,15787.0,8.27,232340.0,0.56,3000,2.3,20241023
286940,롯데이노베이트,22800,-200,-0.87,2776.0,8.21,3363.0,6.78,27576.0,0.83,1000,4.39,20241023
004000,롯데정밀화학,45600,0,0.0,7147.0,6.38,7420.0,6.15,93569.0,0.49,2000,4.39,20241023
004990,롯데지주,23850,100,0.42,,,1703.0,14.01,95749.0,0.25,1500,6.29,20241023
00499K,롯데지주우,30500,50,0.16,,,,,,,1550,5.08,20241023
005300,롯데칠성,118600,600,0.51,16499.0,7.19,15366.0,7.72,145622.0,0.81,3400,2.87,20241023
005305,롯데칠성우,66800,0,0.0,,,,,,,3405,5.1,20241023
011170,롯데케미칼,92800,1400,1.53,,,1275.0,72.76,368608.0,0.25,3500,3.77,20241023
071840,롯데하이마트,8000,-30,-0.37,,,162.0,49.27,54020.0,0.15,300,3.75,20241023
328130,루닛,39600,850,2.19,,,,,8191.0,4.83,0,0.0,20241023
038060,루멘스,1235,8,0.65,85.0,14.53,,,2080.0,0.59,0,0.0,20241023
474170,루미르,11140,-1420,-11.31,,,58.0,191.81,2190.0,5.09,0,0.0,20241023
141080,리가켐바이오,127900,-2800,-2.14,,,1102.0,116.02,5241.0,24.4,0,0.0,20241023
058470,리노공업,188100,8100,4.5,7308.0,25.74,8183.0,22.99,36700.0,5.13,3000,1.59,20241023
016100,리더스코스메틱,2670,-135,-4.81,13.0,205.38,,,2409.0,1.11,0,0.0,20241023
012700,리드코프,4365,-35,-0.8,351.0,12.44,,,16422.0,0.27,200,4.58,20241023
302550,리메드,3325,-85,-2.49,26.0,127.88,,,1006.0,3.31,0,0.0,20241023
073570,리튬포어스,1709,31,1.85,,,,,4065.0,0.42,0,0.0,20241023
377450,리파인,14150,250,1.8,1374.0,10.3,1569.0,9.02,10147.0,1.39,0,0.0,20241023
277070,린드먼아시아,4050,40,1.0,285.0,14.21,,,4451.0,0.91,43,1.06,20241023
042500,링네트,4680,5,0.11,833.0,5.62,,,6259.0,0.75,100,2.14,20241023
193250,링크드,446,-4,-0.89,,,,,1170.0,0.38,0,0.0,20241023
219420,링크제니시스,4415,20,0.46,111.0,39.77,,,3866.0,1.14,0,0.0,20241023
439090,마녀공장,19220,-250,-1.28,749.0,25.66,1398.0,13.75,5925.0,3.24,0,0.0,20241023
027740,마니커,926,-3,-0.32,,,,,732.0,1.27,0,0.0,20241023
195500,마니커에프앤지,2915,-20,-0.68,130.0,22.42,,,4168.0,0.7,0,0.0,20241023
377480,마음AI,10590,-170,-1.58,,,,,3271.0,3.24,0,0.0,20241023
305090,마이크로디지탈,14060,-60,-0.42,38.0,370.0,470.0,29.93,555.0,25.33,0,0.0,20241023
098120,마이크로컨텍솔,5430,160,3.04,890.0,6.1,,,6629.0,0.82,80,1.47,20241023
424980,마이크로투나노,8370,530,6.76,,,,,5650.0,1.48,0,0.0,20241023
038290,마크로젠,18180,270,1.51,,,,,15952.0,1.14,300,1.65,20241023
001080,만호제강,31900,650,2.08,3106.0,10.27,,,88854.0,0.36,0,0.0,20241023
267980,매일유업,38200,550,1.46,7678.0,4.98,,,75136.0,0.51,1200,3.14,20241023
005990,매일홀딩스,8400,10,0.12,3970.0,2.12,,,30646.0,0.27,200,2.38,20241023
093520,매커스,8870,70,0.8,1878.0,4.72,,,9952.0,0.89,150,1.69,20241023
377030,맥스트,2355,5,0.21,,,,,1142.0,2.06,0,0.0,20241023
100590,머큐리,3490,10,0.29,216.0,16.16,,,6249.0,0.56,0,0.0,20241023
067280,멀티캠퍼스,30400,-350,-1.14,5316.0,5.72,,,32669.0,0.93,1600,5.26,20241023
072870,메가스터디,11030,-190,-1.69,1900.0,5.81,,,27338.0,0.4,850,7.71,20241023
215200,메가스터디교육,42600,300,0.71,8118.0,5.25,8048.0,5.29,41175.0,1.03,2000,4.69,20241023
133750,메가엠디,2005,0,0.0,,,,,2820.0,0.71,0,0.0,20241023
446540,메가터치,4170,135,3.35,,,,,2414.0,1.73,0,0.0,20241023
235980,메드팩토,5870,-110,-1.84,,,,,2106.0,2.79,0,0.0,20241023
041920,메디아나,4640,35,0.76,557.0,8.33,,,6305.0,0.74,25,0.54,20241023
014100,메디앙스,2295,125,5.76,619.0,3.71,,,7700.0,0.3,0,0.0,20241023
054180,메디콕스,399,-50,-11.14,,,,,1191.0,0.34,0,0.0,20241023
086900,메디톡스,169100,-1400,-0.82,1311.0,128.99,8680.0,19.48,65468.0,2.58,1100,0.65,20241023
078160,메디포스트,6630,150,2.31,287.0,23.1,,,8234.0,0.81,0,0.0,20241023
138040,메리츠금융지주,103300,-2800,-2.64,11020.0,9.37,12437.0,8.31,50457.0,2.05,2360,2.28,20241023
408920,메쎄이상,2175,-10,-0.46,126.0,17.26,,,1373.0,1.58,50,2.3,20241023
021880,메이슨캐피탈,313,-1,-0.32,30.0,10.43,,,397.0,0.79,0,0.0,20241023
140410,메지온,29900,200,0.67,,,,,2075.0,14.41,0,0.0,20241023
241770,메카로,7590,-140,-1.81,,,,,18831.0,0.4,0,0.0,20241023
090370,메타랩스,1598,-3,-0.19,,,,,2885.0,0.55,0,0.0,20241023
059210,메타바이오메드,3930,10,0.26,429.0,9.16,,,3063.0,1.28,20,0.51,20241023
118000,메타케어,346,-1,-0.29,,,,,688.0,0.5,0,0.0,20241023
058110,멕아이씨에스,2600,60,2.36,,,,,3191.0,0.81,0,0.0,20241023
017180,명문제약,2275,-90,-3.81,,,,,2489.0,0.91,0,0.0,20241023
009900,명신산업,11760,50,0.43,2909.0,4.04,2775.0,4.24,10199.0,1.15,100,0.85,20241023
012690,모나리자,3045,-5,-0.16,250.0,12.18,,,2223.0,1.37,150,4.93,20241023
005360,모나미,2265,0,0.0,,,,,5080.0,0.45,50,2.21,20241023
070960,모나용평,3870,-70,-1.78,208.0,18.61,1137.0,3.4,8015.0,0.48,0,0.0,20241023
434480,모니터랩,3685,5,0.14,,,,,2895.0,1.27,0,0.0,20241023
080420,모다이노칩,1914,8,0.42,,,,,4377.0,0.44,0,0.0,20241023
417970,모델솔루션,9490,-70,-0.73,167.0,56.83,,,9618.0,0.99,40,0.42,20241023
080160,모두투어,10040,20,0.2,592.0,16.96,868.0,11.57,3995.0,2.51,250,2.49,20241023
087260,모바일어플라이언스,2170,10,0.46,65.0,33.38,,,1483.0,1.46,0,0.0,20241023
101330,모베이스,3190,70,2.24,687.0,4.64,,,13907.0,0.23,70,2.19,20241023
012860,모베이스전자,1759,1,0.06,128.0,13.74,,,2807.0,0.63,0,0.0,20241023
363260,모비데이즈,2635,285,12.13,,,,,1240.0,2.13,0,0.0,20241023
348030,모비릭스,5130,-140,-2.66,,,,,7524.0,0.68,0,0.0,20241023
250060,모비스,3290,-130,-3.8,,,,,689.0,4.78,0,0.0,20241023
288980,모아데이타,1636,6,0.37,7.0,233.71,,,1137.0,1.44,0,0.0,20241023
142760,모아라이프플러스,1322,56,4.42,269.0,4.91,,,1022.0,1.29,0,0.0,20241023
033200,모아텍,3220,-50,-1.53,6.0,536.67,,,7704.0,0.42,0,0.0,20241023
333050,모코엠시스,1293,0,0.0,46.0,28.11,,,886.0,1.46,14,1.08,20241023
009680,모토닉,8650,60,0.7,1270.0,6.81,,,20673.0,0.42,450,5.2,20241023
118990,모트렉스,10000,110,1.11,1330.0,7.52,,,8377.0,1.19,0,0.0,20241023
006920,모헨즈,2575,45,1.78,757.0,3.4,,,3036.0,0.85,0,0.0,20241023
009580,무림P&P,2810,-5,-0.18,,,516.0,5.45,9963.0,0.28,100,3.56,20241023
001810,무림SP,1586,-11,-0.69,,,,,8956.0,0.18,10,0.63,20241023
009200,무림페이퍼,2040,-5,-0.24,83.0,24.58,,,9962.0,0.2,75,3.68,20241023
033920,무학,5720,90,1.6,2470.0,2.32,,,20374.0,0.28,230,4.02,20241023
008420,문배철강,2280,10,0.44,961.0,2.37,,,9524.0,0.24,50,2.19,20241023
279600,미디어젠,11300,0,0.0,,,,,2287.0,4.94,0,0.0,20241023
095500,미래나노텍,10350,310,3.09,,,,,8680.0,1.19,0,0.0,20241023
254490,미래반도체,16950,660,4.05,355.0,47.75,,,5554.0,3.05,0,0.0,20241023
025560,미래산업,1016,-6,-0.59,,,,,1842.0,0.55,0,0.0,20241023
218150,미래생명자원,4745,-15,-0.32,23.0,206.3,,,2265.0,2.09,0,0.0,20241023
007120,미래아이앤지,1037,9,0.88,,,,,2208.0,0.47,0,0.0,20241023
442900,미래에셋드림스팩1호,9970,0,0.0,,,,,,,0,0.0,20241023
100790,미래에셋벤처투자,4830,40,0.84,467.0,10.34,,,6489.0,0.74,0,0.0,20241023
412930,미래에셋비전스팩1호,2650,25,0.95,,,,,,,0,0.0,20241023
446190,미래에셋비전스팩2호,2195,5,0.23,,,,,,,0,0.0,20241023
448830,미래에셋비전스팩3호,2175,5,0.23,,,,,,,0,0.0,20241023
477380,미래에셋비전스팩4호,2015,-5,-0.25,,,,,,,0,0.0,20241023
477470,미래에셋비전스팩5호,2070,0,0.0,,,,,,,0,0.0,20241023
478440,미래에셋비전스팩6호,2015,-15,-0.74,,,,,,,0,0.0,20241023
482680,미래에셋비전스팩7호,1990,1,0.05,,,,,,,0,0.0,20241023
085620,미래에셋생명,5210,0,0.0,898.0,5.8,734.0,7.1,22308.0,0.23,0,0.0,20241023
006800,미래에셋증권,9020,-20,-0.22,531.0,16.99,1062.0,8.49,18281.0,0.49,150,1.66,20241023
00680K,미래에셋증권2우B,4030,35,0.88,,,,,,,150,3.72,20241023
006805,미래에셋증권우,4265,5,0.12,,,,,,,165,3.87,20241023
049950,미래컴퍼니,18930,510,2.77,449.0,42.16,,,16810.0,1.13,100,0.53,20241023
207760,미스터블루,1415,7,0.5,,,,,745.0,1.9,0,0.0,20241023
002840,미원상사,198800,-2200,-1.09,12771.0,15.57,,,79711.0,2.49,2000,1.01,20241023
268280,미원에스씨,146900,-1000,-0.68,3758.0,39.09,,,75776.0,1.94,2100,1.43,20241023
107590,미원홀딩스,79600,-500,-0.62,5708.0,13.95,,,100783.0,0.79,700,0.88,20241023
134380,미원화학,79900,-100,-0.13,10763.0,7.42,,,72153.0,1.11,3500,4.38,20241023
003650,미창석유,94500,1800,1.94,31492.0,3.0,,,241153.0,0.39,2800,2.96,20241023
059090,미코,10540,240,2.33,,,,,2410.0,4.37,0,0.0,20241023
214610,미코바이오메드,1881,-44,-2.29,,,,,849.0,2.22,0,0.0,20241023
201490,미투온,2140,-40,-1.83,249.0,8.59,,,4191.0,0.51,0,0.0,20241023
452200,민테크,6810,0,0.0,,,,,803.0,8.48,0,0.0,20241023
418470,밀리의서재,13980,0,0.0,2060.0,6.79,1585.0,8.82,6881.0,2.03,0,0.0,20241023
206640,바디텍메드,15450,1790,13.1,1181.0,13.08,1605.0,9.63,8476.0,1.82,200,1.29,20241023
018700,바른손,1160,-8,-0.68,,,,,1241.0,0.93,0,0.0,20241023
035620,바른손이앤에이,485,0,0.0,,,,,979.0,0.5,0,0.0,20241023
053030,바이넥스,21400,-1050,-4.68,151.0,141.72,467.0,45.87,5863.0,3.65,0,0.0,20241023
301300,바이브컴퍼니,4275,75,1.79,2677.0,1.6,,,5462.0,0.78,0,0.0,20241023
377740,바이오노트,4640,10,0.22,,,,,15252.0,0.3,200,4.31,20241023
064550,바이오니아,24900,700,2.89,,,1700.0,14.65,8674.0,2.87,0,0.0,20241023
314930,바이오다인,19100,-1150,-5.68,,,,,1529.0,12.49,0,0.0,20241023
208710,바이오로그디바이스,461,1,0.22,,,,,972.0,0.47,0,0.0,20241023
086820,바이오솔루션,16300,470,2.97,,,,,5258.0,3.1,0,0.0,20241023
038460,바이오스마트,3620,-15,-0.41,915.0,3.96,,,5473.0,0.66,0,0.0,20241023
251120,바이오에프디엔씨,16600,-50,-0.3,655.0,25.34,770.0,21.57,6873.0,2.42,0,0.0,20241023
199730,바이오인프라,9020,10,0.11,426.0,21.17,,,7082.0,1.27,600,6.65,20241023
086040,바이오톡스텍,4560,-65,-1.41,,,,,3247.0,1.4,0,0.0,20241023
099430,바이오플러스,5670,-20,-0.35,445.0,12.74,,,2132.0,2.66,70,1.23,20241023
032980,바이온,658,-2,-0.3,,,,,506.0,1.3,0,0.0,20241023
308080,바이젠셀,3255,-95,-2.84,,,,,3730.0,0.87,0,0.0,20241023
043150,바텍,23500,550,2.4,3483.0,6.75,4277.0,5.49,26837.0,0.88,100,0.43,20241023
323990,박셀바이오,13200,320,2.48,,,,,3636.0,3.63,0,0.0,20241023
003610,방림,3220,100,3.21,,,,,5301.0,0.61,38,1.18,20241023
267790,배럴,4730,15,0.32,865.0,5.47,,,4295.0,1.1,50,1.06,20241023
001340,백광산업,9600,400,4.35,175.0,54.86,,,4839.0,1.98,60,0.63,20241023
046310,백금T&A,2435,20,0.83,817.0,2.98,,,3746.0,0.65,80,3.29,20241023
035150,백산,13830,40,0.29,1805.0,7.66,3016.0,4.59,9159.0,1.51,300,2.17,20241023
331520,밸로프,698,3,0.43,18.0,38.78,,,575.0,1.21,0,0.0,20241023
199480,뱅크웨어글로벌,7580,-160,-2.07,,,,,1190.0,6.37,0,0.0,20241023
438700,버넥트,3520,20,0.57,,,,,4056.0,0.87,0,0.0,20241023
066410,버킷스튜디오,1153,0,0.0,63.0,18.3,,,1813.0,0.64,0,0.0,20241023
002410,범양건영,1073,42,4.07,,,,,2498.0,0.43,0,0.0,20241023
382900,범한퓨얼셀,14480,-50,-0.34,,,,,12106.0,1.2,0,0.0,20241023
206400,베노티앤알,4000,0,0.0,,,,,2655.0,1.51,0,0.0,20241023
019010,베뉴지,2185,-15,-0.68,342.0,6.39,,,7815.0,0.28,30,1.37,20241023
177350,베셀,271,14,5.45,,,,,333.0,0.81,0,0.0,20241023
424760,벨로크,1074,53,5.19,,,,,1329.0,0.81,0,0.0,20241023
007210,벽산,2045,20,0.99,591.0,3.46,,,4808.0,0.43,60,2.93,20241023
225530,보광산업,3945,-45,-1.13,459.0,8.59,,,2619.0,1.51,300,7.6,20241023
250000,보라티알,9820,130,1.34,1444.0,6.8,,,12811.0,0.77,250,2.55,20241023
002760,보락,1289,4,0.31,14.0,92.07,,,814.0,1.58,5,0.39,20241023
003850,보령,11110,-290,-2.54,610.0,18.21,1038.0,10.7,8331.0,1.33,100,0.9,20241023
310210,보로노이,114800,3500,3.14,,,,,4786.0,23.99,0,0.0,20241023
006910,보성파워텍,3285,-5,-0.15,89.0,36.91,,,1733.0,1.9,0,0.0,20241023
000890,보해양조,421,0,0.0,,,,,575.0,0.73,0,0.0,20241023
226340,본느,1713,68,4.13,,,,,996.0,1.72,0,0.0,20241023
003000,부광약품,5090,60,1.19,,,,,3306.0,1.54,0,0.0,20241023
001270,부국증권,27950,-150,-0.53,6420.0,4.35,,,85122.0,0.33,1500,5.37,20241023
001275,부국증권우,22300,100,0.45,,,,,,,1550,6.95,20241023
026940,부국철강,2520,20,0.8,181.0,13.92,,,6623.0,0.38,75,2.98,20241023
014470,부방,1690,15,0.9,,,,,2932.0,0.58,0,0.0,20241023
011390,부산산업,55700,2500,4.7,3333.0,16.71,,,123239.0,0.45,250,0.45,20241023
005030,부산주공,486,0,0.0,,,,,253.0,1.92,0,0.0,20241023
008470,부스타,4020,-10,-0.25,179.0,22.46,,,9572.0,0.42,60,1.49,20241023
338220,뷰노,30750,-50,-0.16,,,358.0,86.0,362.0,84.94,0,0.0,20241023
100120,뷰웍스,25400,100,0.4,1603.0,15.85,2878.0,8.83,23482.0,1.08,350,1.38,20241023
406820,뷰티스킨,14140,-140,-0.98,,,,,9930.0,1.42,0,0.0,20241023
337930,브랜드엑스코퍼레이션,8760,-140,-1.57,384.0,22.81,1072.0,8.17,3029.0,2.89,80,0.91,20241023
099390,브레인즈컴퍼니,6150,110,1.82,620.0,9.92,,,5909.0,1.04,60,0.98,20241023
064480,브리지텍,5110,-30,-0.58,308.0,16.59,,,4361.0,1.17,150,2.94,20241023
288330,브릿지바이오테라퓨틱스,5220,-570,-9.84,,,,,531.0,9.83,0,0.0,20241023
365900,브이씨,3320,-65,-1.92,,,,,5266.0,0.63,0,0.0,20241023
089970,브이엠,8510,60,0.71,,,,,5218.0,1.63,0,0.0,20241023
251630,브이원텍,4235,45,1.07,201.0,21.07,,,7775.0,0.54,100,2.36,20241023
018290,브이티,30500,-400,-1.29,799.0,38.17,2262.0,13.49,3297.0,9.25,0,0.0,20241023
439580,블루엠텍,23800,-150,-0.63,,,,,4264.0,5.58,0,0.0,20241023
033560,블루콤,3490,60,1.75,,,,,9228.0,0.38,0,0.0,20241023
369370,블리츠웨이스튜디오,1660,7,0.42,,,,,615.0,2.7,0,0.0,20241023
126340,비나텍,37400,-200,-0.53,336.0,111.31,500.0,74.82,10881.0,3.44,0,0.0,20241023
121800,비덴트,3320,0,0.0,,,,,7233.0,0.46,0,0.0,20241023
082800,비보존 제약,4135,-115,-2.71,,,,,2205.0,1.88,0,0.0,20241023
318410,비비씨,8490,-30,-0.35,966.0,8.79,,,13924.0,0.61,400,4.71,20241023
002070,비비안,846,-3,-0.35,,,,,2957.0,0.29,0,0.0,20241023
100220,비상교육,5170,80,1.57,,,,,14789.0,0.35,0,0.0,20241023
419540,비스토스,1925,-17,-0.88,35.0,55.0,,,806.0,2.39,0,0.0,20241023
146320,비씨엔씨,14020,210,1.52,101.0,138.81,834.0,16.81,5886.0,2.38,0,0.0,20241023
200780,비씨월드제약,4930,0,0.0,312.0,15.8,,,9675.0,0.51,100,2.03,20241023
413640,비아이매트릭스,7770,180,2.37,,,,,3804.0,2.04,0,0.0,20241023
141000,비아트론,6730,40,0.6,145.0,46.41,,,14987.0,0.45,0,0.0,20241023
090460,비에이치,17210,10,0.06,2863.0,6.01,3834.0,4.49,20195.0,0.85,250,1.45,20241023
083650,비에이치아이,10450,240,2.35,267.0,39.14,308.0,33.98,2377.0,4.4,0,0.0,20241023
445360,비엔케이제1호스팩,2100,5,0.24,,,,,,,0,0.0,20241023
473370,비엔케이제2호스팩,2015,-5,-0.25,,,,,,,0,0.0,20241023
065170,비엘팜텍,241,3,1.26,,,,,353.0,0.68,0,0.0,20241023
086670,비엠티,8970,70,0.79,1846.0,4.86,1450.0,6.19,13281.0,0.68,250,2.79,20241023
335890,비올,8700,-200,-2.25,370.0,23.51,585.0,14.88,991.0,8.78,18,0.21,20241023
230980,비유테크놀러지,229,0,0.0,,,,,181.0,1.27,0,0.0,20241023
138580,비즈니스온,15850,0,0.0,462.0,34.31,,,3156.0,5.02,0,0.0,20241023
082920,비츠로셀,19950,450,2.31,1667.0,11.97,1966.0,10.15,10469.0,1.91,250,1.25,20241023
054220,비츠로시스,448,-3,-0.67,,,,,352.0,1.27,0,0.0,20241023
042370,비츠로테크,7010,-70,-0.99,,,,,8093.0,0.87,50,0.71,20241023
050090,비케이홀딩스,791,-12,-1.49,,,,,873.0,0.91,0,0.0,20241023
148780,비큐AI,1075,0,0.0,23.0,46.74,,,392.0,2.74,0,0.0,20241023
307870,비투엔,978,-30,-2.98,,,,,417.0,2.35,0,0.0,20241023
357880,비트나인,1909,-111,-5.5,,,,,1199.0,1.59,0,0.0,20241023
032850,비트컴퓨터,4900,0,0.0,338.0,14.5,,,4041.0,1.21,62,1.27,20241023
