종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률,기준일
040910,아이씨디,5240,-100,-1.87,,,,,8064.0,0.65,0,0.0,20241023
368600,아이씨에이치,3670,-50,-1.34,,,696.0,5.28,3173.0,1.16,0,0.0,20241023
456010,아이씨티케이,6990,-100,-1.41,,,,,847.0,8.25,0,0.0,20241023
052860,아이앤씨,1633,-8,-0.49,,,,,2529.0,0.65,0,0.0,20241023
464500,아이언디바이스,5110,-470,-8.42,,,,,1360.0,3.76,0,0.0,20241023
010780,아이에스동서,21050,-50,-0.24,5338.0,3.94,2769.0,7.6,51629.0,0.41,1500,7.13,20241023
038880,아이에이,209,4,1.95,,,,,267.0,0.78,0,0.0,20241023
307180,아이엘사이언스,3180,30,0.95,,,,,221.0,14.39,0,0.0,20241023
101390,아이엠,2985,-35,-1.16,,,,,2533.0,1.18,0,0.0,20241023
461030,아이엠비디엑스,15760,-330,-2.05,,,,,729.0,21.62,0,0.0,20241023
451220,아이엠티,9340,320,3.55,,,,,3372.0,2.77,0,0.0,20241023
090150,아이윈,901,10,1.12,,,,,1021.0,0.88,0,0.0,20241023
123010,아이윈플러스,723,-7,-0.96,,,,,1393.0,0.52,0,0.0,20241023
031310,아이즈비전,1809,9,0.5,,,,,6617.0,0.27,0,0.0,20241023
185490,아이진,2890,-15,-0.52,,,,,2339.0,1.24,0,0.0,20241023
059100,아이컴포넌트,4595,0,0.0,,,,,5380.0,0.85,0,0.0,20241023
262840,아이퀘스트,2195,-15,-0.68,172.0,12.76,,,2478.0,0.89,100,4.56,20241023
175250,아이큐어,2550,585,29.77,,,,,1558.0,1.64,0,0.0,20241023
052460,아이크래프트,2390,35,1.49,381.0,6.27,,,3153.0,0.76,80,3.35,20241023
119830,아이텍,5530,50,0.91,,,,,6760.0,0.82,0,0.0,20241023
052770,아이톡시,1316,-29,-2.16,,,,,277.0,4.75,0,0.0,20241023
124500,아이티센,6380,-110,-1.69,32.0,199.38,,,3038.0,2.1,0,0.0,20241023
372800,아이티아이즈,5670,100,1.8,,,,,2856.0,1.99,0,0.0,20241023
084850,아이티엠반도체,18500,380,2.1,,,826.0,22.39,8941.0,2.07,0,0.0,20241023
114840,아이패밀리에스씨,20500,50,0.24,1167.0,17.57,2391.0,8.57,4012.0,5.11,158,0.77,20241023
027360,아주IB투자,1994,-1,-0.05,141.0,14.14,,,2185.0,0.91,50,2.51,20241023
139990,아주스틸,5140,70,1.38,,,,,8333.0,0.62,0,0.0,20241023
032080,아즈텍WB,1127,-11,-0.97,,,,,5163.0,0.22,0,0.0,20241023
013310,아진산업,2760,-15,-0.54,1315.0,2.1,,,7523.0,0.37,100,3.62,20241023
059120,아진엑스텍,7980,180,2.31,54.0,147.78,,,4694.0,1.7,0,0.0,20241023
009320,아진전자부품,1081,-8,-0.73,5.0,216.2,,,566.0,1.91,0,0.0,20241023
158430,아톤,4130,-10,-0.24,437.0,9.45,537.0,7.69,3537.0,1.17,30,0.73,20241023
321820,아티스트유나이티드,16240,40,0.25,,,,,2115.0,7.68,0,0.0,20241023
001540,안국약품,7160,40,0.56,114.0,62.81,,,13382.0,0.54,220,3.07,20241023
053800,안랩,58200,2500,4.49,4125.0,14.11,,,32433.0,1.79,1300,2.23,20241023
065660,안트로젠,15510,-160,-1.02,,,,,13302.0,1.17,0,0.0,20241023
297570,알로이스,1115,26,2.39,141.0,7.91,,,1175.0,0.95,0,0.0,20241023
001780,알루코,2380,55,2.37,201.0,11.84,,,2883.0,0.83,0,0.0,20241023
260660,알리코제약,3815,0,0.0,204.0,18.7,,,5933.0,0.64,130,3.41,20241023
354320,알멕,31150,1050,3.49,,,,,20780.0,1.5,0,0.0,20241023
361570,알비더블유,2270,0,0.0,,,,,2576.0,0.88,0,0.0,20241023
131370,알서포트,2880,10,0.35,139.0,20.72,,,1777.0,1.62,10,0.35,20241023
140670,알에스오토메이션,10840,180,1.69,,,,,3881.0,2.79,0,0.0,20241023
096610,알에프세미,2965,0,0.0,,,,,841.0,3.53,0,0.0,20241023
061040,알에프텍,3070,65,2.16,128.0,23.98,,,7406.0,0.41,0,0.0,20241023
148250,알엔투테크놀로지,4140,140,3.5,,,,,5260.0,0.79,30,0.72,20241023
347860,알체라,2285,5,0.22,,,,,389.0,5.87,0,0.0,20241023
196170,알테오젠,380500,-3000,-0.78,,,513.0,741.04,2795.0,136.14,0,0.0,20241023
123750,알톤,1608,7,0.44,,,,,2079.0,0.77,0,0.0,20241023
085810,알티캐스트,1332,-87,-6.13,,,,,792.0,1.68,0,0.0,20241023
043100,알파녹스,2810,100,3.69,,,,,2870.0,0.98,0,0.0,20241023
117670,알파홀딩스,945,0,0.0,,,,,921.0,1.03,0,0.0,20241023
314140,알피바이오,6330,-80,-1.25,630.0,10.05,,,11878.0,0.53,50,0.79,20241023
291650,압타머사이언스,2600,-10,-0.38,,,,,865.0,3.01,0,0.0,20241023
293780,압타바이오,8050,-700,-8.0,,,,,2328.0,3.46,0,0.0,20241023
018250,애경산업,16690,-30,-0.18,1897.0,8.8,2170.0,7.69,14771.0,1.13,580,3.48,20241023
161000,애경케미칼,10590,200,1.92,686.0,15.44,,,15256.0,0.69,250,2.36,20241023
196300,애니젠,13000,-440,-3.27,,,,,1772.0,7.34,0,0.0,20241023
310200,애니플러스,2780,5,0.18,204.0,13.63,337.0,8.26,2104.0,1.32,0,0.0,20241023
299910,애닉,6880,0,0.0,,,,,350.0,19.66,0,0.0,20241023
179530,애드바이오텍,3380,100,3.05,,,,,1465.0,2.31,0,0.0,20241023
205500,액션스퀘어,1077,-7,-0.65,,,,,580.0,1.86,0,0.0,20241023
052790,액토즈소프트,6300,80,1.29,3115.0,2.02,,,22769.0,0.28,0,0.0,20241023
290740,액트로,5530,-60,-1.07,616.0,8.98,,,7315.0,0.76,100,1.81,20241023
238090,앤디포스,4000,-80,-1.96,,,,,5287.0,0.76,0,0.0,20241023
092600,앤씨앤,1184,22,1.89,,,,,1511.0,0.78,148,12.5,20241023
129890,앱코,1156,-6,-0.52,36.0,32.11,,,1149.0,1.01,0,0.0,20241023
174900,앱클론,16150,-250,-1.52,,,,,1619.0,9.98,0,0.0,20241023
255440,야스,9990,890,9.78,,,,,12055.0,0.83,0,0.0,20241023
030960,양지사,9450,-150,-1.56,89.0,106.18,,,13503.0,0.7,50,0.53,20241023
102120,어보브반도체,10070,220,2.23,,,,,6362.0,1.58,100,0.99,20241023
263540,어스앤에어로스페이스,5950,0,0.0,,,,,,,0,0.0,20241023
238120,얼라인드,2995,35,1.18,225.0,13.31,,,2178.0,1.38,0,0.0,20241023
019990,에너토크,6460,-70,-1.07,,,,,4287.0,1.51,50,0.77,20241023
011090,에넥스,555,1,0.18,,,,,655.0,0.85,0,0.0,20241023
270660,에브리봇,15880,300,1.93,231.0,68.74,395.0,40.21,5342.0,2.97,0,0.0,20241023
038680,에스넷,3675,0,0.0,1187.0,3.1,,,5419.0,0.68,120,3.27,20241023
137310,에스디바이오센서,9020,50,0.56,,,,,23079.0,0.39,0,0.0,20241023
217480,에스디생명공학,499,0,0.0,,,,,401.0,1.24,0,0.0,20241023
121890,에스디시스템,1377,-28,-1.99,208.0,6.62,,,947.0,1.45,0,0.0,20241023
304360,에스바이오메딕스,32200,200,0.63,,,,,611.0,52.7,0,0.0,20241023
389500,에스비비테크,14980,-200,-1.32,,,,,1947.0,7.69,0,0.0,20241023
042110,에스씨디,1484,-9,-0.6,100.0,14.84,,,2515.0,0.59,30,2.02,20241023
298060,에스씨엠생명과학,1981,-19,-0.95,,,,,1001.0,1.98,0,0.0,20241023
065420,에스아이리소스,256,-5,-1.92,,,,,137.0,1.87,0,0.0,20241023
103230,에스앤더블류,3545,10,0.28,482.0,7.35,,,6310.0,0.56,0,0.0,20241023
260970,에스앤디,34800,-2150,-5.82,2925.0,11.9,6136.0,5.67,21830.0,1.59,500,1.44,20241023
101490,에스앤에스텍,23150,200,0.87,1234.0,18.76,1896.0,12.21,10499.0,2.2,150,0.65,20241023
095910,에스에너지,1537,41,2.74,,,,,3269.0,0.47,0,0.0,20241023
275630,에스에스알,3235,0,0.0,293.0,11.04,,,4952.0,0.65,0,0.0,20241023
031330,에스에이엠티,3190,25,0.79,336.0,9.49,,,3850.0,0.83,200,6.27,20241023
060540,에스에이티,1507,27,1.82,62.0,24.31,,,3831.0,0.39,50,3.32,20241023
351320,에스에이티이엔지,1623,38,2.4,,,,,881.0,1.84,0,0.0,20241023
056190,에스에프에이,20500,300,1.49,1193.0,17.18,4372.0,4.69,31572.0,0.65,280,1.37,20241023
080000,에스엔유,1727,22,1.29,207.0,8.34,,,4200.0,0.41,0,0.0,20241023
005850,에스엘,33550,450,1.36,7285.0,4.61,8465.0,3.96,41872.0,0.8,900,2.68,20241023
214310,에스엘에너지,6120,0,0.0,,,,,8080.0,0.76,0,0.0,20241023
246250,에스엘에스바이오,2885,35,1.23,102.0,28.28,,,878.0,3.29,50,1.73,20241023
041510,에스엠,71600,1800,2.58,3719.0,19.25,4401.0,16.27,30825.0,2.32,1200,1.68,20241023
010580,에스엠벡셀,1237,-7,-0.56,6.0,206.17,,,599.0,2.07,0,0.0,20241023
007820,에스엠코어,4895,-10,-0.2,,,,,2489.0,1.97,0,0.0,20241023
464080,에스오에스랩,5660,40,0.71,691.0,8.19,,,1285.0,4.4,0,0.0,20241023
109610,에스와이,3975,45,1.15,,,,,3597.0,1.11,0,0.0,20241023
365330,에스와이스틸텍,5720,0,0.0,444.0,12.88,,,1510.0,3.79,50,0.87,20241023
012750,에스원,63200,1900,3.1,5604.0,11.28,4747.0,13.31,47260.0,1.34,2700,4.27,20241023
031860,에스유홀딩스,1207,4,0.33,,,,,4620.0,0.26,0,0.0,20241023
306040,에스제이그룹,6090,50,0.83,1348.0,4.52,,,14010.0,0.43,250,4.11,20241023
457940,에스케이증권제10호스팩,2135,-5,-0.23,,,,,,,0,0.0,20241023
472230,에스케이증권제11호스팩,2080,0,0.0,,,,,,,0,0.0,20241023
473000,에스케이증권제12호스팩,2100,-5,-0.24,,,,,,,0,0.0,20241023
473950,에스케이증권제13호스팩,2060,-10,-0.48,,,,,,,0,0.0,20241023
435870,에스케이증권제8호스팩,2100,-5,-0.24,,,,,,,0,0.0,20241023
455910,에스케이증권제9호스팩,2135,-5,-0.23,,,,,,,0,0.0,20241023
096630,에스코넥,745,10,1.36,,,,,980.0,0.76,0,0.0,20241023
069510,에스텍,10810,70,0.65,2576.0,4.2,,,18523.0,0.58,500,4.63,20241023
234300,에스트래픽,4200,-195,-4.44,626.0,6.71,596.0,7.04,3446.0,1.22,40,0.95,20241023
039440,에스티아이,20500,810,4.11,1631.0,12.57,4511.0,4.54,16128.0,1.27,200,0.98,20241023
098660,에스티오,2950,-115,-3.75,166.0,17.77,,,2492.0,1.18,110,3.73,20241023
052020,에스티큐브 [락],6000,-30,-0.5,,,,,699.0,8.58,0,0.0,20241023
237690,에스티팜,99200,-3400,-3.31,1041.0,95.29,2538.0,39.09,20445.0,4.85,500,0.5,20241023
050760,에스폴리텍,1601,9,0.57,,,,,3885.0,0.41,0,0.0,20241023
288620,에스퓨얼셀,10780,0,0.0,,,110.0,98.14,9921.0,1.09,50,0.46,20241023
443670,에스피소프트,6410,-30,-0.47,243.0,26.38,,,1816.0,3.53,0,0.0,20241023
317830,에스피시스템스,5290,50,0.95,,,,,5556.0,0.95,0,0.0,20241023
058610,에스피지,21400,150,0.71,496.0,43.15,794.0,26.94,9871.0,2.17,200,0.93,20241023
043340,에쎈테크,476,-8,-1.65,,,,,300.0,1.59,0,0.0,20241023
023960,에쓰씨엔지니어링,1797,-8,-0.44,,,,,1206.0,1.49,0,0.0,20241023
298690,에어부산,2365,-10,-0.42,811.0,2.92,572.0,4.14,1602.0,1.48,0,0.0,20241023
054630,에이디칩스,158,0,0.0,,,,,250.0,0.63,0,0.0,20241023
200710,에이디테크놀로지,15440,340,2.25,,,,,11299.0,1.37,0,0.0,20241023
096690,에이루트,1273,-25,-1.93,,,,,4895.0,0.26,0,0.0,20241023
078520,에이블씨엔씨,7040,-30,-0.42,236.0,29.83,,,3371.0,2.09,1427,20.27,20241023
298380,에이비엘바이오,38450,-1850,-4.59,,,,,1547.0,24.85,0,0.0,20241023
203400,에이비온,8510,-150,-1.73,,,,,453.0,18.79,0,0.0,20241023
195990,에이비프로바이오,511,-21,-3.95,,,,,430.0,1.19,0,0.0,20241023
003800,에이스침대,27300,200,0.74,4871.0,5.6,,,61828.0,0.44,1400,5.13,20241023
088800,에이스테크,1043,-96,-8.43,,,,,315.0,3.31,0,0.0,20241023
241840,에이스토리,6930,50,0.73,529.0,13.1,,,6723.0,1.03,0,0.0,20241023
453860,에이에스텍,23650,250,1.07,1551.0,15.25,2074.0,11.4,8305.0,2.85,0,0.0,20241023
312610,에이에프더블류,1623,-24,-1.46,,,,,3107.0,0.52,0,0.0,20241023
015260,에이엔피,743,8,1.09,,,,,714.0,1.04,0,0.0,20241023
172670,에이엘티,9370,310,3.42,635.0,14.76,,,11953.0,0.78,100,1.07,20241023
445090,에이직랜드,31100,700,2.3,469.0,66.31,587.0,53.01,9158.0,3.4,0,0.0,20241023
295310,에이치브이엠,14600,-440,-2.93,,,468.0,31.22,3216.0,4.54,0,0.0,20241023
072990,에이치시티,10410,70,0.68,852.0,12.22,1427.0,7.29,11428.0,0.91,0,0.0,20241023
239610,에이치엘사이언스,16290,130,0.8,,,,,20110.0,0.81,0,0.0,20241023
462020,에이치엠씨제6호스팩,2040,10,0.49,,,,,,,0,0.0,20241023
477340,에이치엠씨제7호스팩,1995,3,0.15,,,,,,,0,0.0,20241023
148930,에이치와이티씨,4585,70,1.55,556.0,8.25,,,6017.0,0.76,0,0.0,20241023
044780,에이치케이,1290,-14,-1.07,103.0,12.52,,,3297.0,0.39,0,0.0,20241023
357230,에이치피오,2960,0,0.0,384.0,7.71,,,3440.0,0.86,100,3.38,20241023
355690,에이텀,6470,-10,-0.15,,,,,495.0,13.07,0,0.0,20241023
071670,에이테크솔루션,6320,110,1.77,160.0,39.5,,,8574.0,0.74,0,0.0,20241023
045660,에이텍,14880,-20,-0.13,618.0,24.08,,,11830.0,1.26,200,1.34,20241023
224110,에이텍모빌리티,13270,80,0.61,1277.0,10.39,,,12209.0,1.09,200,1.51,20241023
021080,에이티넘인베스트,2590,65,2.57,432.0,6.0,,,3855.0,0.67,120,4.63,20241023
200470,에이팩트,2830,45,1.62,,,,,2397.0,1.18,0,0.0,20241023
262260,에이프로,7180,80,1.13,868.0,8.27,,,5037.0,1.43,200,2.79,20241023
007460,에이프로젠,1085,-20,-1.81,,,,,606.0,1.79,0,0.0,20241023
003060,에이프로젠바이오로직스,820,-36,-4.21,,,,,4406.0,0.19,0,0.0,20241023
397030,에이프릴바이오,22500,-1450,-6.05,,,213.0,105.57,2677.0,8.4,0,0.0,20241023
244920,에이플러스에셋,4140,-5,-0.12,451.0,9.18,1059.0,3.91,6651.0,0.62,200,4.83,20241023
278470,에이피알,266500,0,0.0,11245.0,23.7,16576.0,16.08,27071.0,9.84,0,0.0,20241023
230240,에치에프알,10390,1040,11.12,139.0,74.75,,,13053.0,0.8,220,2.12,20241023
230360,에코마케팅,10220,-110,-1.06,1253.0,8.16,1337.0,7.65,6976.0,1.47,200,1.96,20241023
038870,에코바이오,3965,25,0.63,194.0,20.44,,,6303.0,0.63,0,0.0,20241023
097780,에코볼트,875,-2,-0.23,259.0,3.38,,,4012.0,0.22,0,0.0,20241023
448280,에코아이,19310,0,0.0,1955.0,9.88,,,13274.0,1.45,500,2.59,20241023
101360,에코앤드림,39400,2650,7.21,,,,,7130.0,5.53,0,0.0,20241023
128540,에코캡,1295,7,0.54,80.0,16.19,,,3461.0,0.37,0,0.0,20241023
086520,에코프로,80000,3600,4.71,388.0,206.19,,,12678.0,6.31,0,0.0,20241023
450080,에코프로머티,112600,6000,5.63,85.0,1324.71,,,11584.0,9.72,0,0.0,20241023
247540,에코프로비엠,162200,5500,3.51,,,856.0,189.54,14043.0,11.55,0,0.0,20241023
383310,에코프로에이치엔,44750,1950,4.56,2058.0,21.74,,,6783.0,6.6,600,1.34,20241023
038110,에코플라스틱,2880,60,2.13,1281.0,2.25,,,5393.0,0.53,60,2.08,20241023
073540,에프알텍,1233,-47,-3.67,175.0,7.05,,,5098.0,0.24,0,0.0,20241023
064850,에프앤가이드,10800,-630,-5.51,680.0,15.88,,,5183.0,2.08,180,1.67,20241023
036810,에프에스티,18130,560,3.19,,,,,12205.0,1.49,50,0.28,20241023
173940,에프엔씨엔터,3700,50,1.37,,,,,2407.0,1.54,0,0.0,20241023
083500,에프엔에스테크,9730,30,0.31,222.0,43.83,,,8014.0,1.21,80,0.82,20241023
054940,엑사이엔씨,714,0,0.0,,,,,1836.0,0.39,0,0.0,20241023
373110,엑셀세라퓨틱스,6170,-110,-1.75,,,,,260.0,23.73,0,0.0,20241023
205100,엑셈,1778,38,2.18,145.0,12.26,,,1464.0,1.21,28,1.57,20241023
356680,엑스게이트,4870,90,1.88,11.0,442.73,,,1418.0,3.43,0,0.0,20241023
070300,엑스큐어,4630,-265,-5.41,,,,,2922.0,1.58,0,0.0,20241023
317770,엑스페릭스,3120,-180,-5.45,,,,,2410.0,1.29,0,0.0,20241023
373200,엑스플러스,627,-40,-6.0,,,,,66.0,9.5,0,0.0,20241023
069920,엑시온그룹,1383,-22,-1.57,,,,,1632.0,0.85,0,0.0,20241023
092870,엑시콘,11770,670,6.04,454.0,25.93,,,13557.0,0.87,100,0.85,20241023
317870,엔바이오니아,18780,100,0.54,,,10.0,1916.88,4453.0,4.22,0,0.0,20241023
067570,엔브이에이치코리아,2500,40,1.63,137.0,18.25,,,4958.0,0.5,150,6.0,20241023
236810,엔비티,3650,-25,-0.68,,,1.0,3717.62,1980.0,1.84,0,0.0,20241023
333620,엔시스,9930,-40,-0.4,218.0,45.55,,,5588.0,1.78,40,0.4,20241023
101400,엔시트론,438,13,3.06,19.0,23.05,,,631.0,0.69,0,0.0,20241023
036570,엔씨소프트,210500,14200,7.23,10446.0,20.15,10615.0,19.83,160025.0,1.32,3130,1.49,20241023
078860,엔에스이엔엠,9020,310,3.56,,,,,15951.0,0.57,0,0.0,20241023
422040,엔에이치스팩23호,2105,-5,-0.24,,,,,,,0,0.0,20241023
437780,엔에이치스팩24호,2110,-15,-0.71,,,,,,,0,0.0,20241023
438580,엔에이치스팩25호,2180,-20,-0.91,,,,,,,0,0.0,20241023
439410,엔에이치스팩26호,2090,0,0.0,,,,,,,0,0.0,20241023
440820,엔에이치스팩27호,2075,-5,-0.24,,,,,,,0,0.0,20241023
451700,엔에이치스팩29호,2000,0,0.0,,,,,,,0,0.0,20241023
466910,엔에이치스팩30호,1999,-1,-0.05,,,,,,,0,0.0,20241023
481890,엔에이치스팩31호,2015,0,0.0,,,,,,,0,0.0,20241023
265740,엔에프씨,6130,100,1.66,412.0,14.88,,,6809.0,0.9,40,0.65,20241023
354200,엔젠바이오,2990,180,6.41,,,,,1264.0,2.37,0,0.0,20241023
455900,엔젤로보틱스,23450,50,0.21,,,6.0,3911.23,653.0,35.91,0,0.0,20241023
419080,엔젯,9010,10,0.11,30.0,300.33,,,4588.0,1.96,0,0.0,20241023
208860,엔지스테크널러지,2205,0,0.0,,,,,729.0,3.02,0,0.0,20241023
183490,엔지켐생명과학,1486,20,1.36,,,,,2275.0,0.65,0,0.0,20241023
085310,엔케이,790,13,1.67,754.0,1.05,,,2202.0,0.36,0,0.0,20241023
182400,엔케이맥스,2020,0,0.0,65.0,31.08,,,1353.0,1.49,0,0.0,20241023
348370,엔켐,183000,6900,3.92,,,,,15316.0,11.95,0,0.0,20241023
069410,엔텔스,3575,40,1.13,,,,,5158.0,0.69,0,0.0,20241023
227950,엔투텍,421,-3,-0.71,105.0,4.01,,,1074.0,0.39,0,0.0,20241023
291230,엔피,2110,15,0.72,,,,,690.0,3.06,0,0.0,20241023
198080,엔피디,2515,10,0.4,153.0,16.44,,,4317.0,0.58,0,0.0,20241023
048830,엔피케이,1165,-1,-0.09,91.0,12.8,,,2378.0,0.49,30,2.58,20241023
096870,엘디티,2280,10,0.44,,,,,2287.0,1.0,0,0.0,20241023
290650,엘앤씨바이오,19010,120,0.64,2132.0,8.92,,,6478.0,2.93,100,0.53,20241023
066970,엘앤에프,98000,4400,4.7,,,,,32742.0,2.99,0,0.0,20241023
156100,엘앤케이바이오,6600,110,1.69,,,,,1773.0,3.72,0,0.0,20241023
073110,엘엠에스,6620,40,0.61,,,,,14277.0,0.46,200,3.02,20241023
083310,엘오티베큠,9890,200,2.06,3273.0,3.02,,,15723.0,0.63,200,2.02,20241023
037950,엘컴텍,1259,-8,-0.63,30.0,41.97,,,888.0,1.42,0,0.0,20241023
170920,엘티씨,9670,90,0.94,,,,,9438.0,1.02,0,0.0,20241023
058630,엠게임,6400,-340,-5.04,1144.0,5.59,,,5957.0,1.07,150,2.34,20241023
058970,엠로,46100,250,0.55,,,,,2524.0,18.26,0,0.0,20241023
019590,엠벤처투자,921,0,0.0,171.0,5.39,,,703.0,1.31,0,0.0,20241023
169330,엠브레인,2200,30,1.38,218.0,10.09,,,1676.0,1.31,120,5.45,20241023
097520,엠씨넥스,17330,50,0.29,1585.0,10.93,2162.0,8.02,18369.0,0.94,600,3.46,20241023
373170,엠아이큐브솔루션,7710,-80,-1.03,602.0,12.81,,,4626.0,1.67,200,2.59,20241023
179290,엠아이텍,8650,300,3.59,398.0,21.73,742.0,11.65,2879.0,3.0,80,0.92,20241023
009780,엠에스씨,5130,-20,-0.39,1049.0,4.89,,,8543.0,0.6,100,1.95,20241023
123040,엠에스오토텍,3125,65,2.12,268.0,11.66,,,4618.0,0.68,75,2.4,20241023
323230,엠에프엠코리아,161,0,0.0,,,,,526.0,0.31,0,0.0,20241023
032790,엠젠솔루션,1400,-22,-1.55,,,,,895.0,1.56,0,0.0,20241023
033160,엠케이전자,8600,460,5.65,,,,,17838.0,0.48,100,1.16,20241023
347890,엠투아이,5630,0,0.0,378.0,14.89,,,4374.0,1.29,220,3.91,20241023
033310,엠투엔,2035,0,0.0,82.0,24.82,,,3431.0,0.59,0,0.0,20241023
259630,엠플러스,9760,170,1.77,1646.0,5.93,,,6141.0,1.59,100,1.02,20241023
105550,엣지파운드리,2290,30,1.33,,,,,1219.0,1.88,0,0.0,20241023
060850,영림원소프트랩,6860,-40,-0.58,469.0,14.63,,,5572.0,1.23,80,1.17,20241023
014440,영보화학,3380,30,0.9,306.0,11.05,,,8403.0,0.4,50,1.48,20241023
143540,영우디에스피,740,-18,-2.37,,,,,669.0,1.11,0,0.0,20241023
111770,영원무역,40600,-650,-1.58,11762.0,3.45,9179.0,4.42,74013.0,0.55,1300,3.2,20241023
009970,영원무역홀딩스,90300,-1200,-1.31,32032.0,2.82,30545.0,2.96,202971.0,0.44,3970,4.4,20241023
003520,영진약품,2435,-65,-2.6,,,,,490.0,4.97,0,0.0,20241023
000670,영풍,379000,22000,6.16,,,,,2216785.0,0.17,10000,2.64,20241023
036560,영풍정밀,20000,-500,-2.44,1855.0,10.78,,,21362.0,0.94,600,3.0,20241023
006740,영풍제지,1257,8,0.64,,,,,2724.0,0.46,40,3.18,20241023
012280,영화금속,762,-2,-0.26,145.0,5.26,,,1307.0,0.58,20,2.62,20241023
265560,영화테크,8890,160,1.83,570.0,15.6,,,5860.0,1.52,80,0.9,20241023
012160,영흥,475,-4,-0.84,,,,,2800.0,0.17,0,0.0,20241023
036000,예림당,1920,-125,-6.11,391.0,4.91,,,5677.0,0.34,0,0.0,20241023
250930,예선테크,547,-17,-3.01,,,,,674.0,0.81,0,0.0,20241023
053280,예스24,6350,10,0.16,,,,,8802.0,0.72,200,3.15,20241023
015360,예스코홀딩스,51400,1450,2.9,5541.0,9.28,,,109369.0,0.47,8750,17.02,20241023
122640,예스티,18970,-150,-0.78,,,,,4102.0,4.62,0,0.0,20241023
045060,오공,2705,10,0.37,524.0,5.16,,,6519.0,0.41,50,1.85,20241023
080520,오디텍,3470,20,0.58,279.0,12.44,,,11630.0,0.3,100,2.88,20241023
007310,오뚜기,407500,-5000,-1.21,46617.0,8.74,45245.0,9.01,562474.0,0.72,9000,2.21,20241023
039830,오로라,5600,-140,-2.44,703.0,7.97,1013.0,5.53,13422.0,0.42,150,2.68,20241023
322310,오로스테크놀로지,16380,100,0.61,363.0,45.12,1210.0,13.54,6729.0,2.43,0,0.0,20241023
046120,오르비텍,2485,90,3.76,,,,,1940.0,1.28,0,0.0,20241023
014940,오리엔탈정공,3620,-10,-0.28,196.0,18.47,570.0,6.35,1908.0,1.9,50,1.38,20241023
002630,오리엔트바이오,454,-6,-1.3,109.0,4.17,,,718.0,0.63,0,0.0,20241023
065500,오리엔트정공,1198,-8,-0.66,,,,,1185.0,1.01,0,0.0,20241023
271560,오리온,96900,-1800,-1.82,9528.0,10.17,10948.0,8.85,72413.0,1.34,1250,1.29,20241023
001800,오리온홀딩스,16260,-120,-0.73,1423.0,11.43,2176.0,7.47,36513.0,0.45,750,4.61,20241023
010470,오리콤,6220,70,1.14,847.0,7.34,,,10149.0,0.61,270,4.34,20241023
417860,오브젠,9810,120,1.24,,,,,2101.0,4.67,0,0.0,20241023
352910,오비고,6760,40,0.6,33.0,204.85,,,3017.0,2.24,0,0.0,20241023
053980,오상자이엘,3730,-25,-0.67,1265.0,2.95,,,5083.0,0.73,0,0.0,20241023
036220,오상헬스케어,12690,-40,-0.31,9148.0,1.39,,,23285.0,0.54,2000,15.76,20241023
052420,오성첨단소재,1703,-41,-2.35,167.0,10.2,,,2791.0,0.61,0,0.0,20241023
039200,오스코텍,33700,-4400,-11.55,,,201.0,167.95,2590.0,13.01,0,0.0,20241023
226400,오스테오닉,5810,-240,-3.97,193.0,30.1,,,2620.0,2.22,0,0.0,20241023
031510,오스템,1341,18,1.36,325.0,4.13,,,3776.0,0.36,50,3.73,20241023
368970,오에스피,3310,10,0.3,,,,,3675.0,0.9,0,0.0,20241023
138080,오이솔루션,10320,430,4.35,,,,,10629.0,0.97,100,0.97,20241023
080580,오킨스전자,5850,300,5.41,62.0,94.35,,,2077.0,2.82,0,0.0,20241023
067170,오텍,3475,-25,-0.71,,,,,8774.0,0.4,100,2.88,20241023
353590,오토앤,4855,-55,-1.12,,,,,2247.0,2.16,0,0.0,20241023
173130,오파스넷,7540,210,2.86,807.0,9.34,,,3525.0,2.14,100,1.33,20241023
440320,오픈놀,4465,-225,-4.8,155.0,28.81,,,3828.0,1.17,0,0.0,20241023
049480,오픈베이스,2260,25,1.12,166.0,13.61,,,2588.0,0.87,25,1.11,20241023
394280,오픈엣지테크놀로지,12120,530,4.57,,,585.0,20.73,959.0,12.64,0,0.0,20241023
309930,오하임앤컴퍼니,2070,40,1.97,116.0,17.84,,,1440.0,1.44,0,0.0,20241023
244460,올리패스,454,0,0.0,,,,,74.0,6.14,0,0.0,20241023
226950,올릭스,31200,0,0.0,,,,,2951.0,10.57,0,0.0,20241023
057540,옴니시스템,797,-3,-0.38,14.0,56.93,,,1736.0,0.46,0,0.0,20241023
131030,옵투스제약,6510,-40,-0.61,708.0,9.19,,,8811.0,0.74,100,1.54,20241023
082210,옵트론텍,2170,0,0.0,389.0,5.58,,,1473.0,1.47,0,0.0,20241023
109080,옵티시스,6900,70,1.02,477.0,14.47,,,10832.0,0.64,100,1.45,20241023
380540,옵티코어,1194,12,1.02,,,,,694.0,1.72,0,0.0,20241023
153710,옵티팜,5280,10,0.19,,,,,1714.0,3.08,0,0.0,20241023
432430,와이랩,5140,120,2.39,,,,,2006.0,2.56,0,0.0,20241023
338840,와이바이오로직스,11270,-610,-5.13,,,,,1570.0,7.18,0,0.0,20241023
