종목코드,종목명,배당수익률,주당배당금,기준일
119500,포메탈,2.07,60,20241023
420770,기가비스,2.07,800,20241023
079960,동양이엔피,2.06,400,20241023
142210,유니트론텍,2.06,100,20241023
263860,지니언스,2.06,200,20241023
000050,경방,2.06,125,20241023
079170,한창산업,2.05,160,20241023
001525,동양우,2.04,90,20241023
126600,BGF에코머티리얼즈,2.04,70,20241023
003220,대원제약,2.04,300,20241023
150900,파수,2.04,100,20241023
010040,한국내화,2.04,45,20241023
040160,누리플렉스,2.03,50,20241023
021240,코웨이,2.03,1350,20241023
041460,한국전자인증,2.03,70,20241023
200780,비씨월드제약,2.03,100,20241023
073490,이노와이어리스,2.02,350,20241023
083310,엘오티베큠,2.02,200,20241023
042110,에스씨디,2.02,30,20241023
004250,NPC,2.02,100,20241023
163560,동일고무벨트,2.01,150,20241023
037230,한국팩키지,2.01,40,20241023
033270,유나이티드제약,2.01,420,20241023
032280,삼일,2.01,30,20241023
005160,동국산업,2.0,130,20241023
143160,아이디스,2.0,300,20241023
008250,이건산업,1.99,100,20241023
097950,CJ제일제당,1.99,5500,20241023
377330,이지트로닉스,1.98,120,20241023
054950,제이브이엠,1.97,400,20241023
004430,송원산업,1.97,250,20241023
192080,더블유게임즈,1.97,1000,20241023
443060,HD현대마린솔루션,1.97,2500,20241023
000860,강남제비스코,1.96,500,20241023
002390,한독,1.96,300,20241023
230360,에코마케팅,1.96,200,20241023
047050,포스코인터내셔널,1.96,1000,20241023
000885,한화우,1.96,800,20241023
009780,엠에스씨,1.95,100,20241023
123570,이엠넷,1.94,50,20241023
009155,삼성전기우,1.94,1200,20241023
293580,나우IB,1.93,18,20241023
002030,아세아,1.93,5000,20241023
027710,팜스토리,1.92,25,20241023
053080,케이엔솔,1.91,300,20241023
194700,노바렉스,1.91,200,20241023
028260,삼성물산,1.91,2550,20241023
004080,신흥,1.89,270,20241023
004770,써니전자,1.88,30,20241023
014285,금강공업우,1.88,130,20241023
014970,삼륭물산,1.88,75,20241023
019180,티에이치엔,1.88,60,20241023
005250,녹십자홀딩스,1.87,300,20241023
006980,우성,1.87,300,20241023
053450,세코닉스,1.87,100,20241023
104460,디와이피엔에프,1.87,200,20241023
018260,삼성에스디에스,1.86,2700,20241023
092070,디엔에프,1.86,200,20241023
006880,신송홀딩스,1.86,120,20241023
045060,오공,1.85,50,20241023
009835,한화솔루션우,1.85,350,20241023
069080,웹젠,1.85,300,20241023
001130,대한제분,1.84,2500,20241023
012330,현대모비스,1.83,4500,20241023
252500,세화피앤씨,1.82,17,20241023
005860,한일사료,1.82,75,20241023
035080,그래디언트,1.82,200,20241023
290740,액트로,1.81,100,20241023
053300,한국정보인증,1.81,70,20241023
002240,고려제강,1.81,350,20241023
035200,프럼파스트,1.81,50,20241023
006890,태경케미컬,1.8,200,20241023
000640,동아쏘시오홀딩스,1.79,2200,20241023
090850,현대이지웰,1.79,90,20241023
260930,씨티케이,1.79,100,20241023
010120,LS ELECTRIC,1.79,2800,20241023
019770,서연탑메탈,1.79,65,20241023
353200,대덕전자,1.78,300,20241023
073560,우리손에프앤지,1.78,25,20241023
318000,KBG,1.77,100,20241023
011210,현대위아,1.77,850,20241023
282880,코윈테크,1.76,250,20241023
072950,빛샘전자,1.76,70,20241023
055490,테이팩스,1.76,300,20241023
212560,네오오토,1.76,150,20241023
005670,푸드웰,1.75,90,20241023
318010,팜스빌,1.74,100,20241023
066130,하츠,1.74,90,20241023
092780,동양피스톤,1.74,100,20241023
246250,에스엘에스바이오,1.73,50,20241023
237880,클리오,1.72,400,20241023
103140,풍산,1.72,1200,20241023
010130,고려아연,1.71,15000,20241023
009290,광동제약,1.71,100,20241023
048530,인트론바이오,1.71,100,20241023
005430,한국공항,1.71,1000,20241023
066575,LG전자우,1.7,850,20241023
352700,씨앤투스,1.7,50,20241023
450140,코오롱모빌리티그룹,1.7,40,20241023
000325,노루홀딩스우,1.7,505,20241023
200670,휴메딕스,1.7,525,20241023
005740,크라운해태홀딩스,1.69,100,20241023
093520,매커스,1.69,150,20241023
041510,에스엠,1.68,1200,20241023
032750,삼진,1.68,70,20241023
009140,경인전자,1.68,350,20241023
012610,경인양행,1.68,50,20241023
134790,시디즈,1.68,500,20241023
088130,동아엘텍,1.67,150,20241023
064850,에프앤가이드,1.67,180,20241023
356860,티엘비,1.67,200,20241023
33637L,솔루스첨단소재2우B,1.67,100,20241023
006800,미래에셋증권,1.66,150,20241023
217500,러셀,1.66,30,20241023
069730,DSR제강,1.66,60,20241023
002350,넥센타이어,1.65,115,20241023
038290,마크로젠,1.65,300,20241023
005800,신영와코루,1.65,150,20241023
072470,우리산업홀딩스,1.65,50,20241023
204320,HL만도,1.64,600,20241023
014680,한솔케미칼,1.64,2100,20241023
068790,DMS,1.64,90,20241023
375500,DL이앤씨,1.63,500,20241023
005965,동부건설우,1.62,350,20241023
032620,유비케어,1.6,60,20241023
344860,이노진,1.6,30,20241023
192390,윈하이텍,1.6,60,20241023
012200,계양전기,1.59,25,20241023
058470,리노공업,1.59,3000,20241023
205100,엑셈,1.57,28,20241023
192250,케이사인,1.57,15,20241023
273640,와이엠텍,1.57,180,20241023
452300,캡스톤파트너스,1.57,42,20241023
000990,DB하이텍,1.57,580,20241023
024830,세원물산,1.56,100,20241023
155660,DSR,1.56,60,20241023
460850,동국씨엠,1.56,100,20241023
015710,코콤,1.56,70,20241023
009070,KCTC,1.55,70,20241023
054450,텔레칩스,1.55,200,20241023
051915,LG화학우,1.54,3550,20241023
006840,AK홀딩스,1.54,200,20241023
010690,화신,1.54,150,20241023
131030,옵투스제약,1.54,100,20241023
001527,동양2우B,1.53,150,20241023
066670,디티씨,1.53,50,20241023
382480,지아이텍,1.53,36,20241023
307280,원바이오젠,1.52,20,20241023
039020,이건홀딩스,1.52,50,20241023
024900,덕양산업,1.52,50,20241023
265520,AP시스템,1.51,270,20241023
094970,제이엠티,1.51,50,20241023
187270,신화콘텍,1.51,50,20241023
224110,에이텍모빌리티,1.51,200,20241023
013700,까뮤이앤씨,1.5,20,20241023
002220,한일철강,1.5,30,20241023
088910,동우팜투테이블,1.5,30,20241023
272210,한화시스템,1.49,280,20241023
041910,폴라리스AI파마,1.49,100,20241023
001200,유진투자증권,1.49,60,20241023
036570,엔씨소프트,1.49,3130,20241023
136490,선진,1.49,100,20241023
008470,부스타,1.49,60,20241023
041830,인바디,1.49,350,20241023
000725,현대건설우,1.49,650,20241023
014440,영보화학,1.48,50,20241023
086390,유니테스트,1.48,150,20241023
042670,HD현대인프라코어,1.47,110,20241023
001820,삼화콘덴서,1.47,500,20241023
004960,한신공영,1.47,100,20241023
098120,마이크로컨텍솔,1.47,80,20241023
263020,디케이앤디,1.47,50,20241023
009830,한화솔루션,1.46,300,20241023
457550,우진엔텍,1.46,330,20241023
007575,일양약품우,1.45,175,20241023
066310,큐에스아이,1.45,100,20241023
090460,비에이치,1.45,250,20241023
008040,사조동아원,1.45,15,20241023
046890,서울반도체,1.45,136,20241023
109080,옵티시스,1.45,100,20241023
084695,대상홀딩스우,1.45,280,20241023
228850,레이언스,1.45,100,20241023
260970,에스앤디,1.44,500,20241023
054210,이랜텍,1.44,80,20241023
084110,휴온스글로벌,1.43,525,20241023
268280,미원에스씨,1.43,2100,20241023
006260,LS,1.43,1600,20241023
200880,서연이화,1.43,200,20241023
072020,중앙백신,1.42,150,20241023
017650,대림제지,1.42,100,20241023
021820,세원정공,1.41,100,20241023
393210,토마토시스템,1.41,90,20241023
000440,중앙에너비스,1.4,320,20241023
067830,세이브존I&C,1.4,30,20241023
098460,고영,1.4,140,20241023
001060,JW중외제약,1.4,400,20241023
004370,농심,1.39,5000,20241023
382840,원준,1.39,200,20241023
241520,DSC인베스트먼트,1.39,40,20241023
271830,팸텍,1.39,30,20241023
053580,웹케시,1.39,100,20241023
330350,위더스제약,1.39,100,20241023
068290,삼성출판사,1.39,200,20241023
100120,뷰웍스,1.38,350,20241023
014940,오리엔탈정공,1.38,50,20241023
215360,우리산업,1.38,165,20241023
211050,인카금융서비스,1.38,70,20241023
019010,베뉴지,1.37,30,20241023
038070,서린바이오,1.37,100,20241023
083930,아바코,1.37,200,20241023
056190,에스에프에이,1.37,280,20241023
001065,JW중외제약우,1.37,425,20241023
029460,케이씨,1.35,260,20241023
045660,에이텍,1.34,200,20241023
017510,세명전기,1.34,70,20241023
383310,에코프로에이치엔,1.34,600,20241023
064760,티씨케이,1.33,1200,20241023
173130,오파스넷,1.33,100,20241023
119850,지엔씨에너지,1.33,70,20241023
051490,나라엠앤디,1.32,70,20241023
285130,SK케미칼,1.32,650,20241023
110990,디아이티,1.32,180,20241023
023160,태광,1.31,170,20241023
011070,LG이노텍,1.31,2610,20241023
267270,HD현대건설기계,1.31,700,20241023
378850,화승알앤에이,1.3,50,20241023
038950,파인디지털,1.3,50,20241023
206640,바디텍메드,1.29,200,20241023
271560,오리온,1.29,1250,20241023
052260,현대바이오랜드,1.28,70,20241023
18064K,한진칼우,1.28,325,20241023
014820,동원시스템즈,1.28,600,20241023
054670,대한뉴팜,1.27,100,20241023
091590,남화토건,1.27,50,20241023
018310,삼목에스폼,1.27,300,20241023
032850,비트컴퓨터,1.27,62,20241023
000230,일동홀딩스,1.26,100,20241023
226320,잇츠한불,1.26,150,20241023
289080,SV인베스트먼트,1.25,20,20241023
050960,수산아이앤티,1.25,125,20241023
082920,비츠로셀,1.25,250,20241023
131220,대한과학,1.24,60,20241023
347740,피엔케이피부임상연구센타,1.24,30,20241023
099430,바이오플러스,1.23,70,20241023
053610,프로텍,1.23,400,20241023
048910,대원미디어,1.23,100,20241023
000490,대동,1.23,100,20241023
003200,일신방직,1.23,100,20241023
003030,세아제강지주,1.23,2000,20241023
095660,네오위즈,1.22,245,20241023
080470,성창오토텍,1.21,50,20241023
049830,승일,1.21,85,20241023
006220,제주은행,1.21,100,20241023
024090,디씨엠,1.21,150,20241023
005257,녹십자홀딩스2우,1.2,300,20241023
031980,피에스케이홀딩스,1.2,600,20241023
033130,디지틀조선,1.19,20,20241023
053700,삼보모터스,1.18,50,20241023
159580,제로투세븐,1.18,50,20241023
091580,상신이디피,1.18,120,20241023
003610,방림,1.18,38,20241023
005745,크라운해태홀딩스우,1.17,105,20241023
060850,영림원소프트랩,1.17,80,20241023
007570,일양약품,1.16,150,20241023
45014K,코오롱모빌리티그룹우,1.16,45,20241023
033160,엠케이전자,1.16,100,20241023
049070,인탑스,1.16,235,20241023
360070,탑머티리얼,1.15,400,20241023
163730,핑거,1.14,120,20241023
238490,힘스,1.14,50,20241023
339950,아이비김영,1.14,20,20241023
243840,신흥에스이씨,1.13,86,20241023
014620,성광벤드,1.13,150,20241023
050890,쏠리드,1.13,50,20241023
011320,유니크,1.12,45,20241023
025820,이구산업,1.11,50,20241023
049480,오픈베이스,1.11,25,20241023
036200,유니셈,1.11,80,20241023
004380,삼익THK,1.1,100,20241023
290270,휴네시온,1.1,40,20241023
035900,JYP Ent.,1.09,574,20241023
067370,선바이오,1.08,75,20241023
214430,아이쓰리시스템,1.08,350,20241023
010660,화천기계,1.08,30,20241023
333050,모코엠시스,1.08,14,20241023
051910,LG화학,1.08,3500,20241023
172670,에이엘티,1.07,100,20241023
277070,린드먼아시아,1.06,43,20241023
272290,이녹스첨단소재,1.06,250,20241023
267790,배럴,1.06,50,20241023
251970,펌텍코리아,1.06,380,20241023
136480,하림,1.06,30,20241023
053050,지에스이,1.06,40,20241023
002790,아모레G,1.06,245,20241023
296640,이노룰스,1.05,60,20241023
144960,뉴파워프라즈마,1.03,50,20241023
086450,동국제약,1.02,180,20241023
307950,현대오토에버,1.02,1430,20241023
002700,신일전자,1.02,15,20241023
259630,엠플러스,1.02,100,20241023
065680,우주일렉트로,1.01,150,20241023
002800,신신제약,1.01,60,20241023
017960,한국카본,1.01,110,20241023
002840,미원상사,1.01,2000,20241023
185750,종근당,1.01,1100,20241023
048770,TPC,1.0,25,20241023
000150,두산,1.0,2000,20241023
246690,TS인베스트먼트,1.0,10,20241023
357780,솔브레인,1.0,2000,20241023
012320,경동인베스트,0.99,750,20241023
102120,어보브반도체,0.99,100,20241023
051900,LG생활건강,0.99,3500,20241023
060370,LS마린솔루션,0.99,160,20241023
023900,풍국주정,0.99,100,20241023
099390,브레인즈컴퍼니,0.98,60,20241023
006650,대한유화,0.98,1000,20241023
039440,에스티아이,0.98,200,20241023
138080,오이솔루션,0.97,100,20241023
004490,세방전지,0.97,700,20241023
017810,풀무원,0.96,102,20241023
008730,율촌화학,0.96,250,20241023
034230,파라다이스,0.96,100,20241023
036010,아비코전자,0.95,50,20241023
319660,피에스케이,0.95,200,20241023
234300,에스트래픽,0.95,40,20241023
101170,우림피티에스,0.95,50,20241023
020400,대동금속,0.95,60,20241023
222800,심텍,0.95,160,20241023
319400,현대무벡스,0.94,30,20241023
009150,삼성전기,0.94,1150,20241023
089980,상아프론테크,0.94,200,20241023
067160,SOOP,0.94,850,20241023
102460,이연제약,0.94,150,20241023
058610,에스피지,0.93,200,20241023
170900,동아에스티,0.93,700,20241023
100660,서암기계공업,0.93,35,20241023
321260,프로이천,0.93,20,20241023
221800,유투바이오,0.92,30,20241023
025860,남해화학,0.92,60,20241023
025540,한국단자,0.92,700,20241023
179290,엠아이텍,0.92,80,20241023
103590,일진전기,0.91,220,20241023
337930,브랜드엑스코퍼레이션,0.91,80,20241023
006280,녹십자,0.91,1500,20241023
083550,케이엠,0.91,30,20241023
264850,이랜시스,0.91,50,20241023
001460,BYC,0.91,300,20241023
140070,서플러스글로벌,0.9,30,20241023
322780,코퍼스코리아,0.9,10,20241023
003850,보령,0.9,100,20241023
265560,영화테크,0.9,80,20241023
090470,제이스텍,0.89,50,20241023
112610,씨에스윈드,0.89,500,20241023
107590,미원홀딩스,0.88,700,20241023
041440,현대에버다임,0.88,70,20241023
331380,포커스에이치엔에스,0.87,30,20241023
047810,한국항공우주,0.87,500,20241023
161890,한국콜마,0.87,600,20241023
365330,에스와이스틸텍,0.87,50,20241023
107600,새빗켐,0.87,200,20241023
033100,제룡전기,0.87,500,20241023
234690,녹십자웰빙,0.86,100,20241023
004310,현대약품,0.86,35,20241023
149950,아바텍,0.85,100,20241023
092870,엑시콘,0.85,100,20241023
016920,카스,0.85,10,20241023
009900,명신산업,0.85,100,20241023
004140,동방,0.84,20,20241023
078890,가온그룹,0.84,30,20241023
336570,원텍,0.83,50,20241023
039290,인포뱅크,0.83,50,20241023
078150,HB테크놀러지,0.83,20,20241023
083500,에프엔에스테크,0.82,80,20241023
006730,서부T&D,0.82,50,20241023
067080,대화제약,0.82,150,20241023
093320,케이아이엔엑스,0.82,600,20241023
002140,고려산업,0.82,25,20241023
012205,계양전기우,0.82,30,20241023
079370,제우스,0.82,100,20241023
336370,솔루스첨단소재,0.82,100,20241023
003960,사조대림,0.8,350,20241023
066570,LG전자,0.8,800,20241023
048470,대동스틸,0.8,30,20241023
051360,토비스,0.79,160,20241023
314140,알피바이오,0.79,50,20241023
079550,LIG넥스원,0.78,1950,20241023
067900,와이엔텍,0.78,50,20241023
044960,이글벳,0.78,40,20241023
009470,삼화전기,0.77,300,20241023
019990,에너토크,0.77,50,20241023
183300,코미코,0.77,400,20241023
114840,아이패밀리에스씨,0.77,158,20241023
445180,퓨릿,0.76,50,20241023
340570,티앤엘,0.76,550,20241023
416180,신성에스티,0.75,200,20241023
348210,넥스틴,0.75,500,20241023
195940,HK이노엔,0.75,350,20241023
090430,아모레퍼시픽,0.74,910,20241023
025950,동신건설,0.74,150,20241023
036480,대성미생물,0.74,75,20241023
297890,HB솔루션,0.74,30,20241023
187870,디바이스이엔지,0.74,100,20241023
162300,신스틸,0.74,19,20241023
001250,GS글로벌,0.74,25,20241023
294570,쿠콘,0.73,100,20241023
158430,아톤,0.73,30,20241023
052690,한전기술,0.73,515,20241023
000590,CS홀딩스,0.72,500,20241023
148250,알엔투테크놀로지,0.72,30,20241023
122870,와이지엔터테인먼트,0.72,300,20241023
248170,샘표식품,0.71,200,20241023
042370,비츠로테크,0.71,50,20241023
229640,LS에코에너지,0.7,200,20241023
218410,RFHIC,0.7,100,20241023
035420,NAVER,0.7,1205,20241023
006370,대구백화점,0.69,50,20241023
004830,덕성,0.69,45,20241023
323410,카카오뱅크,0.69,150,20241023
004090,한국석유,0.69,120,20241023
001067,JW중외제약2우B,0.68,400,20241023
104830,원익머트리얼즈,0.68,150,20241023
017040,광명전기,0.67,10,20241023
001530,DI동일,0.67,250,20241023
211270,AP위성,0.67,70,20241023
166090,하나머티리얼즈,0.67,200,20241023
356890,싸이버원,0.67,20,20241023
214390,경보제약,0.67,50,20241023
106190,하이텍팜,0.66,100,20241023
008775,호텔신라우,0.66,250,20241023
101490,에스앤에스텍,0.65,150,20241023
265740,엔에프씨,0.65,40,20241023
086900,메디톡스,0.65,1100,20241023
298040,효성중공업,0.64,2500,20241023
001810,무림SP,0.63,10,20241023
011500,한농화성,0.63,120,20241023
001340,백광산업,0.63,60,20241023
081150,티플랙스,0.63,20,20241023
003830,대한화섬,0.62,750,20241023
036710,심텍홀딩스,0.62,10,20241023
056360,코위버,0.62,30,20241023
008930,한미사이언스,0.61,200,20241023
017370,우신시스템,0.61,50,20241023
000660,SK하이닉스,0.61,1200,20241023
008490,서흥,0.61,100,20241023
009450,경동나비엔,0.6,550,20241023
017550,수산중공업,0.59,10,20241023
079940,가비아,0.59,80,20241023
024940,PN풍년,0.57,35,20241023
002620,제일파마홀딩스,0.57,50,20241023
068330,일신바이오,0.57,7,20241023
000120,CJ대한통운,0.56,500,20241023
006660,삼성공조,0.56,60,20241023
084370,유진테크,0.55,200,20241023
008830,대동기어,0.55,40,20241023
094480,갤럭시아머니트리,0.55,45,20241023
131970,두산테스나,0.54,160,20241023
020150,롯데에너지머티리얼즈,0.54,200,20241023
041920,메디아나,0.54,25,20241023
003160,디아이,0.54,100,20241023
001770,SHD,0.54,100,20241023
120030,조선선재,0.54,500,20241023
030960,양지사,0.53,50,20241023
049950,미래컴퍼니,0.53,100,20241023
006050,국영지앤엠,0.53,10,20241023
396470,워트,0.53,50,20241023
290650,엘앤씨바이오,0.53,100,20241023
241590,화승엔터프라이즈,0.52,45,20241023
145720,덴티움,0.52,400,20241023
099190,아이센스,0.51,100,20241023
059210,메타바이오메드,0.51,20,20241023
004835,덕성우,0.51,50,20241023
376290,씨유테크,0.51,16,20241023
281820,케이씨텍,0.5,180,20241023
053350,이니텍,0.5,20,20241023
089010,켐트로닉스,0.5,100,20241023
237690,에스티팜,0.5,500,20241023
006405,삼성SDI우,0.5,1050,20241023
403870,HPSP,0.48,150,20241023
012450,한화에어로스페이스,0.48,1800,20241023
094940,푸른기술,0.48,30,20241023
232680,라온테크,0.47,30,20241023
067310,하나마이크론,0.46,50,20241023
288620,에스퓨얼셀,0.46,50,20241023
007540,샘표,0.45,200,20241023
011390,부산산업,0.45,250,20241023
008770,호텔신라,0.45,200,20241023
062040,산일전기,0.44,189,20241023
005290,동진쎄미켐,0.44,120,20241023
011700,한신기계,0.43,15,20241023
003720,삼영,0.43,20,20241023
368770,파이버프로,0.43,20,20241023
317850,대모,0.43,40,20241023
043150,바텍,0.43,100,20241023
012510,더존비즈온,0.43,217,20241023
215100,로보로보,0.42,14,20241023
417970,모델솔루션,0.42,40,20241023
214450,파마리서치,0.42,950,20241023
007770,한일화학,0.41,50,20241023
042700,한미반도체,0.41,420,20241023
036830,솔브레인홀딩스,0.4,200,20241023
333620,엔시스,0.4,40,20241023
013890,지누스,0.39,90,20241023
086710,선진뷰티사이언스,0.39,40,20241023
001510,SK증권,0.39,2,20241023
099320,쎄트렉아이,0.39,150,20241023
002760,보락,0.39,5,20241023
001515,SK증권우,0.39,7,20241023
053160,프리엠스,0.39,50,20241023
003090,대웅,0.39,100,20241023
069620,대웅제약,0.39,600,20241023
003230,삼양식품,0.39,2100,20241023
094170,동운아나텍,0.38,70,20241023
022100,포스코DX,0.37,100,20241023
091120,이엠텍,0.37,100,20241023
000105,유한양행우,0.36,460,20241023
214150,클래시스,0.36,200,20241023
352820,하이브,0.36,700,20241023
131370,알서포트,0.35,10,20241023
192820,코스맥스,0.35,500,20241023
271980,제일약품,0.34,50,20241023
361390,제노코,0.34,50,20241023
007160,사조산업,0.33,200,20241023
004100,태양금속,0.33,10,20241023
180640,한진칼,0.33,300,20241023
095340,ISC,0.32,200,20241023
089030,테크윙,0.32,130,20241023
032960,동일기연,0.32,35,20241023
101160,월덱스,0.31,60,20241023
000100,유한양행,0.31,450,20241023
071090,하이스틸,0.31,10,20241023
004105,태양금속우,0.31,15,20241023
267260,HD현대일렉트릭,0.3,1000,20241023
006400,삼성SDI,0.3,1000,20241023
121600,나노신소재,0.29,250,20241023
372170,윤성에프앤씨,0.29,150,20241023
102710,이엔에프테크놀로지,0.28,50,20241023
036810,에프에스티,0.28,50,20241023
024060,흥구석유,0.28,50,20241023
144510,지씨셀,0.28,100,20241023
068270,셀트리온,0.27,500,20241023
003240,태광산업,0.27,1750,20241023
253590,네오셈,0.27,30,20241023
003925,남양유업우,0.27,1050,20241023
078140,대봉엘에스,0.27,50,20241023
039030,이오테크닉스,0.26,450,20241023
065350,신성델타테크,0.26,120,20241023
071280,로체시스템즈,0.26,50,20241023
073010,케이에스피,0.25,10,20241023
032300,한국파마,0.23,50,20241023
307750,국전약품,0.23,10,20241023
074600,원익QnC,0.23,57,20241023
007660,이수페타시스,0.22,100,20241023
009520,포스코엠텍,0.22,35,20241023
335890,비올,0.21,18,20241023
014915,성문전자우,0.21,10,20241023
006110,삼아알미늄,0.2,100,20241023
189300,인텔리안테크,0.19,100,20241023
140860,파크시스템스,0.19,400,20241023
002710,TCC스틸,0.18,80,20241023
036930,주성엔지니어링,0.18,50,20241023
003920,남양유업,0.17,1000,20241023
035720,카카오,0.16,61,20241023
064350,현대로템,0.16,100,20241023
128940,한미약품,0.16,500,20241023
417200,LS머트리얼즈,0.14,22,20241023
003350,한국화장품제조,0.13,100,20241023
003670,포스코퓨처엠,0.11,250,20241023
